"","genename","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C12orf76","C12orf76",164.456678412646,-0.419114364042263,0.0663577751441076,-6.31597974965379,2.68455202858516e-10,2.73772826144508e-09
"NUP188","NUP188",1577.06967203107,0.340621687250364,0.0539306861669753,6.31591606670388,2.6856578873324e-10,2.73772826144508e-09
"INTS8","INTS8",1188.87498626478,0.483169938351896,0.0765089032564785,6.31521192680255,2.69791501800071e-10,2.74872182374363e-09
"PACRG","PACRG",7.5185324482097,-1.31702945731436,0.208554437475471,-6.31503924470207,2.7009292681704e-10,2.75029158703767e-09
"KLHL34","KLHL34",4.04172134676365,-3.16564377950596,0.50154885333283,-6.31173565340648,2.7592324608627e-10,2.80812834689217e-09
"HSPA6","HSPA6",287.097877348726,-0.984238076018338,0.155967323452867,-6.31054027362193,2.78063040048782e-10,2.82836329292126e-09
"SLC39A7","SLC39A7",4627.94565146173,0.456520600896452,0.0723667996660238,6.30842600478833,2.81887441678657e-10,2.86570212360138e-09
"MMP1","MMP1",765.643007759271,1.80250581346592,0.285743796111917,6.30811880430094,2.82447379004701e-10,2.86983142576088e-09
"XRCC6","XRCC6",6813.08426767086,0.344674829602087,0.054646503474939,6.30735376802572,2.83846542947647e-10,2.8824786311849e-09
"DTX2","DTX2",548.008900129003,0.540516078970857,0.0856987599808368,6.30716336026008,2.84195827579139e-10,2.88445629242231e-09
"DNAH11","DNAH11",37.2444376107722,1.97009746636957,0.312399113223037,6.30634781912143,2.85696613791783e-10,2.8981126610998e-09
"NAPB","NAPB",328.257279985087,-0.673464901839579,0.106825610340048,-6.30433937794319,2.89425691495609e-10,2.93434575326754e-09
"OPA1","OPA1",1937.1057825736,0.383886026806671,0.0609157319449458,6.30191929982255,2.93982233598449e-10,2.97892420744574e-09
"NIPSNAP1","NIPSNAP1",1831.5835629856,0.429089051913998,0.068092023553898,6.30160523243011,2.94578673451001e-10,2.9833483125138e-09
"GSTM5","GSTM5",67.9413023063041,-1.36666220834396,0.216888462016882,-6.30122135421654,2.95309294792934e-10,2.98912580656731e-09
"CCDC148","CCDC148",20.9649693974535,-0.873742059443589,0.138674437269219,-6.3006713901231,2.96359105734203e-10,2.99812612928395e-09
"ALCAM","ALCAM",4874.26300113402,0.883120046805503,0.140182443124876,6.29979066650172,2.98047889859307e-10,3.01357739123725e-09
"HPGD","HPGD",403.553061508054,1.80053532060018,0.285823473123662,6.29946624370202,2.98672334650126e-10,3.01825615930948e-09
"CSPG5","CSPG5",52.6306074953226,0.962512756692825,0.152810947569625,6.29871597553098,3.00121338634198e-10,3.03125800086976e-09
"VSX2","VSX2",1.62589706324721,2.35408565882524,0.373772964713223,6.29816996162741,3.01180176772795e-10,3.04030719278757e-09
"RGS5","RGS5",3590.87608197326,-1.03668390775518,0.164629868566592,-6.29705846685925,3.03346886638471e-10,3.06052412924706e-09
"PABPC5","PABPC5",29.7362350701752,-1.02935077410208,0.163477773528214,-6.29657935685321,3.04285534954148e-10,3.06833576981047e-09
"MLLT6","MLLT6",3870.64820182132,0.591127403449398,0.0939075356426083,6.29478134426933,3.07833471164394e-10,3.1024361443215e-09
"KPNA2","KPNA2",3499.56701225809,0.715477876258981,0.11366532638546,6.29460099232602,3.08191572593223e-10,3.1043689705626e-09
"ALX3","ALX3",24.8951051569491,-0.883436559639269,0.140357236032506,-6.29420031778531,3.08988596295765e-10,3.11071852743282e-09
"SDCBP2","SDCBP2",100.381942488256,1.00568159372374,0.159797841204322,6.29346170226319,3.10463132067832e-10,3.12387836121083e-09
"BOC","BOC",580.138016868846,-0.960756014969501,0.152663256468209,-6.2933022470248,3.10782361297044e-10,3.12540558922916e-09
"ZNF673","ZNF673",216.633896236916,-0.358464144264216,0.0569629424008234,-6.29293588350581,3.11517035380615e-10,3.13110687419449e-09
"CNTNAP1","CNTNAP1",177.269133933666,-0.647868920561355,0.10295589321942,-6.29268418059972,3.12022761362267e-10,3.13450206718338e-09
"POFUT1","POFUT1",2188.34810428187,-0.339138310522429,0.0539149762451157,-6.29024315953681,3.16969076721914e-10,3.182478653585e-09
"TTC39C","TTC39C",688.119404097947,-0.598430138459468,0.095157894967922,-6.28881228048604,3.19904017512441e-10,3.21021961659662e-09
"INPP5A","INPP5A",500.667571058209,0.35968882015411,0.0572070331459221,6.28749299472716,3.22633565384396e-10,3.23587076727552e-09
"F8","F8",381.805962469711,-0.600339953647887,0.095483307236781,-6.28738122946616,3.22865845159675e-10,3.23646133185034e-09
"SCN5A","SCN5A",8.57469009109379,-1.32306252971716,0.210570646368287,-6.28322395612123,3.31622791775807e-10,3.32245808292831e-09
"MYOG","MYOG",1.75444462785935,-3.11512435256668,0.495887934760289,-6.28191196882523,3.34434213056935e-10,3.34882756797623e-09
"LRRC48","LRRC48",101.405284073522,-1.07804453007037,0.171672857783269,-6.27964457509854,3.39347906576904e-10,3.39620840550022e-09
"ZNF296","ZNF296",126.319195704982,0.794454459549348,0.126533783461844,6.27859562730071,3.41644872728776e-10,3.41736417442798e-09
"DIAPH1","DIAPH1",3147.98130845462,0.369137431464665,0.0587944067410633,6.27844470121766,3.41976614541897e-10,3.41885030017381e-09
"LINC02447","LINC02447",7.28186498891974,-0.96302052797051,0.153399949647653,-6.27784122604008,3.43306223870617e-10,3.4303054970798e-09
"IPMK","IPMK",61.3043222866651,0.861577965432462,0.137271192150856,6.27646596443645,3.4635516040254e-10,3.45891870995902e-09
"NCRNA00052","NCRNA00052",58.0933428556555,-3.18508090473138,0.507535837569261,-6.27557833154339,3.48337051945376e-10,3.47685084201093e-09
"APBB2","APBB2",2380.17377765511,-0.64664786246377,0.103048063415081,-6.27520635549502,3.49170882024148e-10,3.48331080330343e-09
"ST6GALNAC1","ST6GALNAC1",37.6775263682939,1.59748245971424,0.254607261512697,6.2743004666211,3.51209703586447e-10,3.50177837470141e-09
"C5orf4","C5orf4",498.383204116262,-1.05581350822955,0.168362125809214,-6.27108682047639,3.58536617277832e-10,3.57292363133515e-09
"CYFIP2","CYFIP2",950.6036885606,-0.89148662844348,0.14216127651725,-6.27095261300151,3.58845826237034e-10,3.57409676985819e-09
"NEDD4L","NEDD4L",1683.07143672259,-0.645223232769352,0.10296463561876,-6.26645477733127,3.69360587198446e-10,3.6768615253648e-09
"PRDXDD1P","PRDXDD1P",25.4259083479934,-0.635200061384345,0.101400833342683,-6.26424892621632,3.74626627711648e-10,3.72729531249356e-09
"HAPLN4","HAPLN4",9.22714367184629,-1.20958621096948,0.193188557048492,-6.2611690332459,3.82102064531495e-10,3.79964572961127e-09
"CEACAM5","CEACAM5",1423.25179672978,2.13518864452669,0.341040256731311,6.26081115757809,3.82980077909285e-10,3.80634885738914e-09
"CSTA","CSTA",245.462014560407,1.33577049371773,0.213380259618729,6.26004718573547,3.84861004195143e-10,3.82300726093791e-09
"YIPF1","YIPF1",1129.98398497315,0.422007093134004,0.0674160227153475,6.25974473332335,3.85608142165662e-10,3.8283914752777e-09
"KIAA1107","KIAA1107",114.68253839772,-0.629412157268261,0.100558322741527,-6.25917517425277,3.8701895041404e-10,3.84035550743118e-09
"AVEN","AVEN",199.781265458257,0.468693771591781,0.0748923610077149,6.25823201839637,3.8936625295268e-10,3.86159463940583e-09
"GTF2IRD2B","GTF2IRD2B",167.438534753989,-0.589521957855974,0.0942415721729461,-6.2554342448163,3.96411339700364e-10,3.92937740600493e-09
"USP39","USP39",1388.8384982913,0.313568494166091,0.0501375445303944,6.25416535857674,3.99647398925971e-10,3.95935175209833e-09
"PSMA7","PSMA7",3309.64253211277,0.518333439753244,0.0828863837790364,6.25354148800904,4.01247907482617e-10,3.97309930671779e-09
"ETV3L","ETV3L",10.9554617224569,-1.20235262538106,0.192275263351613,-6.25328814753628,4.01899624516616e-10,3.97744246638528e-09
"HERPUD1","HERPUD1",2593.68610347834,0.451059146947052,0.0721384452297197,6.25268739173248,4.03449198881853e-10,3.99066205465278e-09
"COMTD1","COMTD1",200.758398355965,0.908095537354529,0.145259774711751,6.25152792062723,4.06456417195066e-10,4.01827808630609e-09
"SPIN3","SPIN3",339.90541832206,-0.50430229132552,0.0806734578102668,-6.25115502686858,4.07428200793115e-10,4.02575297395632e-09
"C21orf45","C21orf45",339.16517061706,0.48223635169983,0.077158798718441,6.24992042008782,4.10661873360294e-10,4.055557601201e-09
"AREG","AREG",706.409592567425,-1.61550458024987,0.258516256118149,-6.24914117397529,4.12715750935408e-10,4.0736856114275e-09
"SEPT7P2","SEPT7P2",153.670466262164,-0.472710675198398,0.0756672582853543,-6.24722880027877,4.17798832616037e-10,4.12167822979827e-09
"SNRPG","SNRPG",856.851679020729,0.474122745363016,0.0758962668539164,6.24698374526902,4.18454588704017e-10,4.12596666569492e-09
"NSUN2","NSUN2",1838.15439615849,0.381646370708497,0.0611171265340627,6.24450775668899,4.25136833263002e-10,4.18964043973281e-09
"MYO15B","MYO15B",521.984944226182,-0.905035112285145,0.144962857978059,-6.24322067672068,4.28651458811596e-10,4.22204721832107e-09
"TXNDC17","TXNDC17",788.886054503819,0.478693530486165,0.076705464308953,6.2406705284788,4.35699105862109e-10,4.28920032221322e-09
"PCDH8","PCDH8",7.93305567193569,-2.45354822854076,0.39317834871417,-6.24029333396592,4.36751084772527e-10,4.29728993003649e-09
"PMEPA1","PMEPA1",3237.02344190608,0.668046816687023,0.107081943522658,6.23865046440499,4.41361963281235e-10,4.34036935966505e-09
"FABP6","FABP6",18.1266896522514,2.58737559766406,0.414815903924024,6.23740693929122,4.44883600726107e-10,4.37128475784112e-09
"HIVEP1","HIVEP1",796.415976668643,0.505081402459187,0.0809775374632721,6.23730256910159,4.45180419401375e-10,4.37128475784112e-09
"STAT5A","STAT5A",1100.6007583969,-0.605821315025899,0.0971288885064934,-6.23729278015364,4.4520826813051e-10,4.37128475784112e-09
"COQ9","COQ9",826.365165089075,0.434224912745596,0.0696239595702008,6.23671671973459,4.46850109097867e-10,4.38509846809237e-09
"GLI3","GLI3",1385.09997357499,-0.797248883732419,0.127851540209303,-6.23573937730635,4.49649180323175e-10,4.4102480035376e-09
"NFATC1","NFATC1",463.952954150679,-0.653044830710694,0.104781537904377,-6.23244174280641,4.59220340972609e-10,4.50175822702403e-09
"TUB","TUB",243.489360150559,-0.884768555912838,0.141996849108064,-6.23090273812696,4.63754976253691e-10,4.54382500355651e-09
"LINC00965","LINC00965",5.47524350472277,-1.08397728704715,0.174094522041715,-6.22637217032836,4.77359356454633e-10,4.67466547126219e-09
"CTSF","CTSF",1880.8585732523,-0.665868290836621,0.106976261073613,-6.22444908948933,4.83251029762931e-10,4.7298796384505e-09
"ECHS1","ECHS1",2710.83514135352,0.434237823037491,0.0697764597757138,6.22327106352608,4.86895094211492e-10,4.76304870726284e-09
"COPB2","COPB2",5416.16830223865,0.366207615073434,0.058869361507349,6.22068263858642,4.94996491926292e-10,4.83723011612787e-09
"GMPPA","GMPPA",890.711402601802,0.433580754214164,0.0696993355993485,6.22073008997544,4.94846798938214e-10,4.83723011612787e-09
"ZDHHC17","ZDHHC17",594.602713933121,-0.409300604425825,0.0658119260441456,-6.21924670843508,4.99547324869351e-10,4.8791474718401e-09
"FRS2","FRS2",1586.53266466793,-0.771959050753925,0.12412675325913,-6.21911900927887,4.99954007843795e-10,4.88056566757554e-09
"TMEM35","TMEM35",17.752498275649,-1.2325927236526,0.198208954592343,-6.21865306836252,5.01440630095454e-10,4.89251926854765e-09
"KCNN3","KCNN3",33.7804354537145,0.893776051765012,0.143736501024497,6.21815645569865,5.03029862402794e-10,4.90546101449746e-09
"CHFR","CHFR",496.272717187827,0.369072533854796,0.0593643364946698,6.2170750259785,5.06507619416275e-10,4.9326393945449e-09
"LGMN","LGMN",2566.23314184789,0.517796335514345,0.0832865885479741,6.21704339848291,5.06609682257839e-10,4.9326393945449e-09
"RBM5","RBM5",1844.54014367944,-0.363178405706799,0.0584161548947163,-6.21708851534917,5.06464094932261e-10,4.9326393945449e-09
"GRAMD4","GRAMD4",830.166102091383,0.445558553774893,0.0716801267128273,6.21592865704518,5.10219833440607e-10,4.96519978684512e-09
"KCNK2","KCNK2",224.709244142692,-1.511157312727,0.243147624330717,-6.21497872696302,5.13316037009082e-10,4.9927273740357e-09
"ENAH","ENAH",5762.2104938212,0.54374395850529,0.0874942410725306,6.21462569238745,5.1447138564528e-10,5.00135854847351e-09
"BCR","BCR",1670.85283849447,0.390655421488191,0.0628668896666305,6.21400905245594,5.16495505310646e-10,5.01842197117293e-09
"INSR","INSR",2419.00850210078,-0.525443145222184,0.0845676798958144,-6.21328557043919,5.18880243298302e-10,5.03896968843018e-09
"ASPA","ASPA",9.48615176748699,-1.14612640609189,0.184480492654414,-6.21272411841897,5.20738300491377e-10,5.05438397226810e-09
"NPTX1","NPTX1",36.5110335812697,-1.55966235187352,0.251153065506042,-6.21000722699121,5.29821646719688e-10,5.13987579834874e-09
"ASB14","ASB14",10.6454227112781,-0.593157422593654,0.0955176955436039,-6.20992182880791,5.3010964934756e-10,5.13999823640114e-09
"MYOF","MYOF",4963.25189634946,-0.550559757318284,0.0886712099699701,-6.20900242034297,5.332200174504e-10,5.1674722874931e-09
"TRIM37","TRIM37",1103.5373260661,0.580711417776785,0.0935420605371037,6.20802465161054,5.36547359193629e-10,5.19701943920554e-09
"FAM54A","FAM54A",85.398944434576,0.87222622291753,0.140537878647549,6.20634259824687,5.42318847114002e-10,5.25019776005334e-09
"RNF186","RNF186",3.67698434719766,-2.4129829524444,0.388848348084542,-6.20546021175271,5.45370686420132e-10,5.2770056309133e-09
"ODF4","ODF4",0.511840122039059,1.97249901688295,0.317873451687466,6.20529649900526,5.45938746740916e-10,5.27976513363689e-09
"ACSL3","ACSL3",4024.45833256722,0.558459699419697,0.0900153648858742,6.20404861023159,5.50287761401481e-10,5.31906839283203e-09
"ZWINT","ZWINT",868.317992153418,0.662393697011949,0.106785893352901,6.20300749671966,5.53941996686578e-10,5.35161872057711e-09
"IL34","IL34",182.972536914404,-1.22135358124662,0.19706226387456,-6.19780549169004,5.72558351617146e-10,5.528609225522e-09
"CACNA1G","CACNA1G",22.4183880723297,-1.33566469446871,0.215558922598413,-6.19628581535017,5.78111072437032e-10,5.57933979681345e-09
"SEL1L3","SEL1L3",742.288491334816,0.916279068805194,0.147893706632899,6.19552440510251,5.80912901228707e-10,5.60348284311825e-09
"CYB5D2","CYB5D2",495.181152177972,-0.64196218538816,0.103639775326699,-6.19416805338039,5.85936848759128e-10,5.64902442256669e-09
"KIAA1310","KIAA1310",1795.06138997011,-0.321976383027848,0.0519914466103344,-6.19287217455203,5.90776392724514e-10,5.69274205999125e-09
"G6PC3","G6PC3",1735.05675633138,-0.554415282710707,0.0895275073548136,-6.19268087643119,5.91494103771971e-10,5.69671694886679e-09
"KRT77","KRT77",5.53963269384747,-4.03308326650646,0.651442023798359,-6.19100874547636,5.97803920217765e-10,5.75451788079659e-09
"ADIPOQ","ADIPOQ",899.149064477286,-2.01193709658978,0.325034512907728,-6.18991835233489,6.01953865584493e-10,5.79147881501781e-09
"PDE6A","PDE6A",2.89033134997569,1.2755556284084,0.206084412515573,6.18948135299658,6.03624927079231e-10,5.80456427817303e-09
"ASXL3","ASXL3",9.21314270192749,-1.44075928587689,0.232864746755625,-6.1871077780136,6.12780709832714e-10,5.88957360918002e-09
"AQP4","AQP4",14.383051504388,-1.5903939376238,0.257128258148939,-6.18521647162787,6.20173068996418e-10,5.95449091194349e-09
"NQO1","NQO1",3662.64855040883,0.884554033316889,0.143009561583813,6.18527896680867,6.19927416170384e-10,5.95449091194349e-09
"KCND3","KCND3",74.3586033318817,-1.44734439221916,0.234014903820588,-6.18483852348482,6.21660713282553e-10,5.96570550818450e-09
"GEM","GEM",622.389997209092,-0.846748879983187,0.136919104921968,-6.18430043393696,6.23784699954409e-10,5.9830120373325e-09
"HPN","HPN",900.625632776072,-1.10602116451562,0.178854716814714,-6.18390828161055,6.25337091139302e-10,5.99482116390091e-09
"MYO3A","MYO3A",15.5000846047602,-1.81414873958786,0.293418451070931,-6.18280388628084,6.29729281818437e-10,6.02454999750955e-09
"SNRNP200","SNRNP200",6892.88398881068,0.335751309811299,0.0543032089138629,6.18289998927827,6.29345886752023e-10,6.02454999750955e-09
"TTF1","TTF1",376.843988103957,0.2821259906214,0.0456302040870425,6.18287812351718,6.29433098403142e-10,6.02454999750955e-09
"ZNF496","ZNF496",349.542948541649,-0.463089262792843,0.0748974534440559,-6.18297741109107,6.29037184394473e-10,6.02454999750955e-09
"GLP1R","GLP1R",10.8354930602232,-1.81575525525383,0.293708291849222,-6.18217226289942,6.32254768347383e-10,6.04433965677403e-09
"STIP1","STIP1",4011.62740366214,0.456054702502798,0.0737698975032315,6.1821246597614,6.32445504938638e-10,6.04433965677403e-09
"MIR9-3HG","MIR9-3HG",126.705166646097,1.04401862189604,0.168889309005911,6.18167383146492,6.34254672681017e-10,6.05852787389518e-09
"CCDC8","CCDC8",321.601970666338,-0.967246346646614,0.156476530591457,-6.18141482937137,6.35296327165693e-10,6.06537388570213e-09
"ZBTB20","ZBTB20",16.4071429799374,-0.88266615216298,0.142864610291914,-6.17834011067848,6.47790467698401e-10,6.1814974844533e-09
"ARNT2","ARNT2",1518.17428514475,-1.05811466753635,0.17129816242092,-6.17703454947935,6.53167839464865e-10,6.22340768830882e-09
"COL14A1","COL14A1",2209.87745511562,-1.10312261476739,0.178584602201579,-6.17703094873896,6.53182730318617e-10,6.22340768830882e-09
"SGMS1","SGMS1",651.065145263664,0.482526337479607,0.0781143712451373,6.1771775127697,6.5257688265053e-10,6.22340768830882e-09
"ITPR2","ITPR2",2303.0049458776,-0.823674669878207,0.133346827307186,-6.17693488860246,6.53580109096785e-10,6.22401670218953e-09
"CCT4","CCT4",4219.58856243265,0.369404555355945,0.0598065193405013,6.17666032782788,6.54717205061673e-10,6.23166579932489e-09
"CHI3L2","CHI3L2",793.654705528109,-1.55138221875327,0.251209942936058,-6.17564018613768,6.58959064102505e-10,6.26884349208627e-09
"IKZF3","IKZF3",45.348355334707,1.34116377446818,0.217237583310504,6.17371890273337,6.67020888305428e-10,6.3423050841675e-09
"LINC00910","LINC00910",55.3732893453992,-0.609961446597775,0.0988109312037754,-6.17301587149165,6.69994831814228e-10,6.36733886752167e-09
"COL9A1","COL9A1",13.6608598203205,-2.90115726452884,0.470035359236507,-6.17221068057789,6.73416821936972e-10,6.39660304399673e-09
"HEATR3","HEATR3",350.04532530769,0.47125070203483,0.076351832377461,6.17209420338604,6.73913249261651e-10,6.39806246056394e-09
"VTA1","VTA1",1166.6870751152,0.392558146356168,0.0636104805989088,6.17128093767148,6.77389361101187e-10,6.42779482712438e-09
"EIF2S2","EIF2S2",1893.53264355852,0.395145647586931,0.06403577035321,6.17070186565067,6.79875122826415e-10,6.44810425180642e-09
"MTX3","MTX3",644.853184503061,-0.474568021753559,0.0769264326190039,-6.16911516102622,6.86732000191646e-10,6.50652425562288e-09
"WWC2","WWC2",610.486724656998,0.737545573656469,0.119554228251708,6.16912997927311,6.86667652750987e-10,6.50652425562288e-09
"DMRTA1","DMRTA1",24.7301000094214,1.62441652318715,0.263342784714048,6.16844894744706,6.89631082329748e-10,6.53067689075837e-09
"PSPH","PSPH",359.502336590112,0.675185219183518,0.109490677221545,6.16660008246488,6.97739253713762e-10,6.60410911286378e-09
"LPXN","LPXN",403.842622765779,0.643797647644485,0.104405597822141,6.16631350304818,6.99004340009052e-10,6.61272985619308e-09
"PGAM4","PGAM4",56.3415403659089,0.44814315451928,0.0726952051319614,6.16468656640804,7.06228869518309e-10,6.67769090656497e-09
"NELL2","NELL2",916.45719724195,-1.56870633759735,0.254569760624063,-6.16218648181842,7.17472859825217e-10,6.78057262209503e-09
"NGFR","NGFR",315.973494533632,-1.2237422843776,0.198645763753323,-6.16042477451085,7.25500729060437e-10,6.85297120845803e-09
"BRD8","BRD8",1182.75956332104,-0.347703621523315,0.0564497968429121,-6.15951944859786,7.29660197400261e-10,6.88877470130292e-09
"NBR1","NBR1",3681.79068528203,-0.427175540603197,0.0693636292937525,-6.15849465999139,7.34396602862595e-10,6.92998614379693e-09
"DOK5","DOK5",63.3234615591623,-0.99538614193724,0.161663564846291,-6.15714581627375,7.40676477137915e-10,6.98571321161151e-09
"ZC3H15","ZC3H15",1572.31581542594,0.295373354080443,0.0479746715915802,6.15686036571603,7.42012162627765e-10,6.99477627042789e-09
"C14orf129","C14orf129",573.609423640861,0.381647597869447,0.061989422458263,6.15665677683007,7.42966234676247e-10,7.00023461394859e-09
"BMX","BMX",19.8571527730438,-1.23691808143834,0.200931683463351,-6.155913592711,7.46459162265474e-10,7.02605157018914e-09
"FRMD1","FRMD1",3.70571487926898,-1.77471564400221,0.28829309551437,-6.15594223939278,7.46324227984952e-10,7.02605157018914e-09
"TMEM167A","TMEM167A",2290.8347258973,0.334086003029459,0.0542744450831504,6.15549366774045,7.48439865476169e-10,7.04114419814148e-09
"C6orf153","C6orf153",847.029073168273,0.398696048503083,0.0647828844747877,6.15434233494571,7.53896809568674e-10,7.08890879123391e-09
"PHEX","PHEX",34.7603199596389,1.24113771763172,0.201688368832007,6.15373967680557,7.56768668457319e-10,7.11232990773205e-09
"KCNE1","KCNE1",21.7645682911345,-1.39006154636286,0.225919467842073,-6.15290731533844,7.60752691199067e-10,7.14617462568223e-09
"SERPINB7","SERPINB7",30.8871180862389,-1.99050351972133,0.323526279449828,-6.15252499149768,7.62589499410567e-10,7.15982545598502e-09
"NGLY1","NGLY1",657.982794066678,0.314817367446557,0.0511799408355478,6.15118662325408,7.69053597139978e-10,7.21688556592141e-09
"IP6K1","IP6K1",1322.69822927834,-0.292026578233744,0.0474792887878909,-6.150609785634,7.71856081124321e-10,7.23954460009319e-09
"SLC22A16","SLC22A16",4.50330543787696,-2.09723745302698,0.341122768057537,-6.14804301972959,7.84447602620845e-10,7.35395002657864e-09
"TMEM232","TMEM232",18.0499953413304,-1.27674486063199,0.207784697209479,-6.14455673482456,8.01871256308336e-10,7.51351756977666e-09
"MMRN1","MMRN1",126.20281993372,-1.29493500312159,0.21078937140496,-6.14326516792829,8.08421565666702e-10,7.57109308739036e-09
"ZCWPW2","ZCWPW2",19.2610055922559,-0.645219816427047,0.105064185596288,-6.14119657203,8.19021534592617e-10,7.66651802566259e-09
"UBA6","UBA6",1124.52510916794,0.4041416096197,0.0658391346800741,6.13831897371536,8.33992765476431e-10,7.80274434467047e-09
"LOC400696","LOC400696",21.6200368822622,1.65911479621122,0.270301119265474,6.1380241440352,8.35541661027518e-10,7.81331918991915e-09
"ANKRD24","ANKRD24",35.8214310391482,-1.03685321275152,0.168932449565196,-6.13767938261838,8.37356433109241e-10,7.82300194926367e-09
"UQCR10","UQCR10",1444.67211776308,0.492278197861948,0.0802060622972825,6.13766819816345,8.37415370727501e-10,7.82300194926367e-09
"C12orf53","C12orf53",19.1782237367279,-1.25719467304788,0.204837399033236,-6.1375250758964,8.38169925262672e-10,7.82613389446111e-09
"FIBCD1","FIBCD1",65.0051328029723,1.72123776140122,0.280543811397031,6.13536172061656,8.49656434410143e-10,7.92941867413266e-09
"GNPDA2","GNPDA2",372.94248466002,-0.437364261444103,0.0712929990919313,-6.13474348133578,8.52967136069801e-10,7.95633762855714e-09
"SH3BP4","SH3BP4",2870.63158461874,0.592431262458444,0.0965843844190072,6.1338203481044,8.57933990714107e-10,7.99867029804136e-09
"DUSP13","DUSP13",12.5448163685596,-2.01951136875214,0.329253825298563,-6.13360032163902,8.59121984368396e-10,8.00574729817080e-09
"FAM78B","FAM78B",29.837230601176,-0.968066039357042,0.157847642772243,-6.1329141338769,8.62837246027302e-10,8.03301838580308e-09
"RMST","RMST",2.01223339229252,-2.93719963792989,0.478925015519773,-6.13290085660314,8.62909288161542e-10,8.03301838580308e-09
"BDKRB1","BDKRB1",17.2932706365705,0.958180746693027,0.156275680815765,6.13134904734561,8.71369899699249e-10,8.10773637980383e-09
"RAC1","RAC1",6370.32665688773,0.297712224082683,0.0485633831272144,6.13038476546846,8.76667954668965e-10,8.1489080547292e-09
"RFC2","RFC2",810.805802185442,0.44116752748161,0.0719634404322933,6.13043963478486,8.76365644992844e-10,8.1489080547292e-09
"CARD9","CARD9",81.6079829280635,0.982923387674312,0.160352549287564,6.12976464696931,8.80091656686548e-10,8.17666041416348e-09
"GOLGA5","GOLGA5",1646.50577038436,0.338084990285839,0.0551583926486613,6.12934812004614,8.82398637912673e-10,8.19401521225873e-09
"TMEM131","TMEM131",1705.89434532109,0.349392284760632,0.0570165191132793,6.12791328187655,8.9039088977497e-10,8.26412031708096e-09
"HAUS1","HAUS1",472.017983011706,-0.526337110352675,0.085897120915751,-6.12752912718592,8.92542639122834e-10,8.27666014662086e-09
"SLC6A4","SLC6A4",228.082440961538,-2.20525217981897,0.359893468381282,-6.12751376049608,8.92628817313035e-10,8.27666014662086e-09
"KRT15","KRT15",4073.29330331879,-1.63228360931039,0.266449182075999,-6.12605974840192,9.00819902844132e-10,8.3484625057526e-09
"LDLRAD1","LDLRAD1",4.40835161870352,1.81970441755614,0.297047100851571,6.12597938959656,9.01274730372254e-10,8.34853242798915e-09
"FOXO3","FOXO3",2077.55382985065,0.510079023103315,0.0832763529872161,6.12513642596258,9.06059387009339e-10,8.38868971157208e-09
"ADD1","ADD1",4682.04590088,-0.285322702412309,0.0465923937105669,-6.12380433134087,9.13670893247462e-10,8.45496639685864e-09
"ABLIM1","ABLIM1",2478.22509429705,0.586486404975419,0.0957886956787755,6.12271000058487,9.19970455452596e-10,8.50602897392827e-09
"KL","KL",40.5619048154678,-0.967107422340775,0.157954724869217,-6.12268751784107,9.20100321369471e-10,8.50602897392827e-09
"LOC284379","LOC284379",12.2563821595885,-3.65119341689457,0.596462891874194,-6.12140917169525,9.27513847367132e-10,8.5703197827265e-09
"C2orf27A","C2orf27A",64.3536880773134,-1.0056518895999,0.164305621793861,-6.12061765519865,9.32133263295919e-10,8.60874188986558e-09
"LZTFL1","LZTFL1",694.146844338557,-0.488188814768539,0.0797692284577329,-6.12001424869258,9.35669903535496e-10,8.63713093446589e-09
"TSHZ1","TSHZ1",735.240520585795,-0.514393396765755,0.0840771613101282,-6.11811089658887,9.46911638604548e-10,8.73658217229555e-09
"MPPE1","MPPE1",579.469132055056,-0.333628139089961,0.054542560658196,-6.11684040983557,9.54488680312792e-10,8.8021399298608e-09
"HSPE1","HSPE1",2085.96533232136,0.510002926490423,0.083393950288168,6.11558661903059,9.62024100521176e-10,8.86724930184086e-09
"DACH2","DACH2",2.72561389964397,-2.01068043351562,0.328791124681522,-6.11537320377255,9.63312514305324e-10,8.87474238870132e-09
"FZD7","FZD7",1092.27181577913,-0.794965043665219,0.130029831251396,-6.11371279970561,9.73394211195423e-10,8.96098366861591e-09
"GRIN3A","GRIN3A",23.1067792180213,0.63094158048968,0.103201712660976,6.11367354495717,9.73633800158214e-10,8.96098366861591e-09
"C2orf47","C2orf47",339.882215165716,0.296046268032293,0.0484303226128652,6.11282874158782,9.78803964201424e-10,9.0041281379101e-09
"PEMT","PEMT",329.224116622082,-0.550077490788184,0.0900027477980361,-6.11178552039926,9.85225389642711e-10,9.05873492496611e-09
"ZNF232","ZNF232",194.428607321885,-0.498546629385048,0.0815884940256177,-6.11050167476447,9.93184354284259e-10,9.12741800724554e-09
"TM4SF18","TM4SF18",167.305912423413,-0.917127987072097,0.150106631891668,-6.10984321954534,9.97290614574464e-10,9.16064435090175e-09
"MRPL19","MRPL19",1389.17507785455,0.312015705141104,0.0510836811759774,6.10793306117165,1.00929664437365e-09,9.26636589632768e-09
"KCNIP4","KCNIP4",18.0675117992938,-0.608832040337794,0.0997011030436934,-6.1065727635027,1.01793240475112e-09,9.34105621174026e-09
